learner_id,gender,age_group,state_of_origin,state_of_residence,education_level,employment_status,device_access,primary_device,prior_tech_experience,monthly_income_band,registration_source,region_of_origin,region_of_residence,internet_quality
LRN0023695,Male,18-24,Yobe,Kaduna,Undergraduate,Student,Yes,Mobile Phone,Beginner,50k-100k,Email Campaign,North East,North West,Good
LRN0023696,Female,18-24,Kaduna,Katsina,OND/ND,Student,Yes,Mobile Phone,Beginner,100k-250k,Community Outreach,North West,North West,Poor
LRN0023697,Female,25-34,Lagos,Lagos,Postgraduate,Employed,Yes,Mobile Phone,Beginner,50k-100k,Campus Outreach,South West,South West,Moderate
LRN0023698,Female,18-24,Oyo,Delta,Undergraduate,Student,Yes,Tablet,Beginner,50k-100k,Campus Outreach,South West,South South,Moderate
LRN0023699,Male,25-34,Niger,Kano,Secondary School,Student,Yes,Laptop,Beginner,100k-250k,Social Media,North Central,North West,Good
LRN0023700,Female,18-24,Lagos,Delta,Undergraduate,Employed,Yes,Laptop,Beginner,100k-250k,Social Media,South West,South South,Poor
LRN0023701,Male,25-34,Abia,Enugu,Undergraduate,Student,Yes,Laptop,Beginner,250k+,Campus Outreach,South East,South East,Moderate
LRN0023702,Female,18-24,Lagos,Benue,Graduate,Student,No,Mobile Phone,Beginner,50k-100k,Email Campaign,South West,North Central,Moderate
LRN0023703,Male,18-24,Katsina,Bauchi,Graduate,Student,Yes,Mobile Phone,Intermediate,50k-100k,Social Media,North West,North East,Good
LRN0023704,Female,25-34,Oyo,Taraba,Graduate,Student,Yes,Mobile Phone,Beginner,50k-100k,Social Media,South West,North East,Poor
LRN0023705,Female,18-24,Ogun,Imo,OND/ND,Self-Employed,Yes,Mobile Phone,Beginner,50k-100k,Social Media,South West,South East,Moderate
LRN0023706,Male,18-24,Rivers,Anambra,Graduate,Student,Yes,Mobile Phone,Intermediate,<50k,Referral,South South,South East,Moderate
LRN0023707,Female,35-44,Lagos,Enugu,Postgraduate,Unemployed,Yes,Mobile Phone,Intermediate,50k-100k,Social Media,South West,South East,Poor
LRN0023708,Male,25-34,Abia,Lagos,Undergraduate,Employed,Yes,Mobile Phone,Intermediate,<50k,Referral,South East,South West,Good
LRN0023709,Male,25-34,Bauchi,Kano,OND/ND,Unemployed,No,Laptop,Advanced,50k-100k,Social Media,North East,North West,Poor
LRN0023710,Male,18-24,Katsina,Lagos,Undergraduate,Unemployed,Yes,Tablet,Beginner,<50k,Partner Organisation,North West,South West,Good
LRN0023711,Female,18-24,Bauchi,Kogi,Graduate,Employed,No,Laptop,Intermediate,100k-250k,Partner Organisation,North East,North Central,Moderate
LRN0023712,Male,18-24,Oyo,Delta,OND/ND,Unemployed,Yes,Laptop,Intermediate,<50k,Referral,South West,South South,Moderate
LRN0023713,Female,25-34,Rivers,Imo,OND/ND,Unemployed,Yes,Laptop,Beginner,50k-100k,Social Media,South South,South East,Good
LRN0023714,Female,18-24,Edo,Kogi,Undergraduate,Unemployed,Yes,Mobile Phone,Intermediate,100k-250k,Social Media,South South,North Central,Good
LRN0023715,Female,18-24,Sokoto,Katsina,Graduate,Student,Yes,Mobile Phone,Intermediate,<50k,Referral,North West,North West,Good
LRN0023716,Female,25-34,Yobe,Oyo,Graduate,Self-Employed,Yes,Mobile Phone,Beginner,<50k,Social Media,North East,South West,Good
LRN0023717,Male,25-34,Benue,Katsina,Graduate,Unemployed,Yes,Mobile Phone,Intermediate,<50k,Referral,North Central,North West,Good
LRN0023718,Male,35-44,Kaduna,Kaduna,Secondary School,Employed,Yes,Laptop,Intermediate,100k-250k,Campus Outreach,North West,North West,Moderate
LRN0023719,Male,18-24,Kaduna,FCT,Undergraduate,Student,Yes,Mobile Phone,Beginner,250k+,Partner Organisation,North West,North Central,Poor
LRN0023720,Female,18-24,Jigawa,Lagos,OND/ND,Student,Yes,Mobile Phone,Beginner,50k-100k,Campus Outreach,North West,South West,Poor
LRN0023721,Male,35-44,Osun,Bauchi,Graduate,Employed,Yes,Mobile Phone,Beginner,100k-250k,Social Media,South West,North East,Good
LRN0023722,Male,25-34,FCT,Lagos,Undergraduate,Employed,Yes,Laptop,Beginner,<50k,Referral,North Central,South West,Good
LRN0023723,Female,18-24,Sokoto,Anambra,Graduate,Employed,No,Laptop,Intermediate,50k-100k,Social Media,North West,South East,Good
LRN0023724,Male,25-34,Lagos,Katsina,Graduate,Employed,Yes,Mobile Phone,Beginner,50k-100k,Social Media,South West,North West,Moderate
LRN0023725,Female,18-24,Lagos,Sokoto,Undergraduate,Student,Yes,Laptop,Intermediate,50k-100k,Campus Outreach,South West,North West,Poor
LRN0023726,Male,18-24,Ogun,Rivers,Undergraduate,Employed,Yes,Laptop,Beginner,100k-250k,Email Campaign,South West,South South,Good
LRN0023727,Male,18-24,Kano,Kano,Secondary School,Self-Employed,Yes,Laptop,Beginner,50k-100k,Community Outreach,North West,North West,Good
LRN0023728,Male,18-24,Bauchi,Lagos,Undergraduate,Unemployed,Yes,Mobile Phone,Beginner,100k-250k,Social Media,North East,South West,Good
LRN0023729,Male,18-24,Oyo,Edo,Secondary School,Student,No,Laptop,Intermediate,100k-250k,Social Media,South West,South South,Good
LRN0023730,Female,18-24,Kaduna,Borno,Undergraduate,Unemployed,Yes,Laptop,Beginner,50k-100k,Email Campaign,North West,North East,Moderate
LRN0023731,Male,18-24,Kaduna,Anambra,Graduate,Unemployed,Yes,Mobile Phone,Beginner,50k-100k,Partner Organisation,North West,South East,Moderate
LRN0023732,Male,18-24,Ogun,Benue,OND/ND,Student,Yes,Mobile Phone,Intermediate,<50k,Referral,South West,North Central,Good
LRN0023733,Female,25-34,Rivers,Oyo,Undergraduate,Self-Employed,Yes,Mobile Phone,Intermediate,<50k,Referral,South South,South West,Good
LRN0023734,Female,18-24,Abia,Anambra,Secondary School,Employed,Yes,Laptop,Beginner,50k-100k,Referral,South East,South East,Moderate
LRN0023735,Female,25-34,Edo,Kaduna,OND/ND,Unemployed,Yes,Mobile Phone,Beginner,50k-100k,Email Campaign,South South,North West,Moderate
LRN0023736,Female,25-34,Ogun,Delta,Graduate,Student,Yes,Mobile Phone,Intermediate,50k-100k,Social Media,South West,South South,Poor
LRN0023737,Female,18-24,Enugu,Taraba,Secondary School,Student,Yes,Desktop,Beginner,<50k,Social Media,South East,North East,Moderate
LRN0023738,Male,18-24,Lagos,Imo,Undergraduate,Employed,Yes,Mobile Phone,Intermediate,<50k,Social Media,South West,South East,Good
LRN0023739,Female,18-24,Kaduna,Rivers,OND/ND,Unemployed,Yes,Mobile Phone,Intermediate,50k-100k,Campus Outreach,North West,South South,Moderate
LRN0023740,Male,18-24,Oyo,Kano,Graduate,Self-Employed,Yes,Laptop,Beginner,<50k,Social Media,South West,North West,Moderate
LRN0023741,Male,18-24,Sokoto,Benue,Undergraduate,Student,Yes,Mobile Phone,Beginner,<50k,Referral,North West,North Central,Poor
LRN0023742,Male,18-24,Ebonyi,Delta,Undergraduate,Employed,Yes,Laptop,Beginner,100k-250k,Partner Organisation,South East,South South,Moderate
LRN0023743,Male,18-24,Lagos,Anambra,Graduate,Self-Employed,Yes,Mobile Phone,Beginner,50k-100k,Social Media,South West,South East,Moderate
LRN0023744,Male,25-34,Ondo,Adamawa,Undergraduate,Self-Employed,Yes,Mobile Phone,Beginner,<50k,Referral,South West,North East,Moderate
LRN0023745,Male,18-24,Enugu,Oyo,Undergraduate,Employed,No,Laptop,Intermediate,50k-100k,Social Media,South East,South West,Good
LRN0023746,Male,25-34,Akwa Ibom,Osun,Undergraduate,Unemployed,Yes,Laptop,Intermediate,50k-100k,Social Media,South South,South West,Moderate
LRN0023747,Female,18-24,FCT,Yobe,Undergraduate,Self-Employed,Yes,Mobile Phone,Beginner,250k+,Social Media,North Central,North East,Moderate
LRN0023748,Female,25-34,Kano,Enugu,Undergraduate,Unemployed,Yes,Mobile Phone,Beginner,50k-100k,Partner Organisation,North West,South East,Moderate
LRN0023749,Female,18-24,Niger,Ebonyi,Secondary School,Employed,Yes,Laptop,Advanced,250k+,Social Media,North Central,South East,Moderate
LRN0023750,Female,18-24,Ebonyi,Imo,Postgraduate,Employed,Yes,Laptop,Intermediate,<50k,Community Outreach,South East,South East,Moderate
LRN0023751,Male,18-24,Delta,Kano,Undergraduate,Employed,Yes,Laptop,Beginner,50k-100k,Campus Outreach,South South,North West,Poor
LRN0023752,Female,18-24,Lagos,Enugu,Undergraduate,Unemployed,Yes,Desktop,Beginner,50k-100k,Email Campaign,South West,South East,Poor
LRN0023753,Male,18-24,Ondo,Edo,Secondary School,Employed,No,Mobile Phone,Advanced,<50k,Social Media,South West,South South,Good
LRN0023754,Male,18-24,Rivers,Akwa Ibom,Undergraduate,Student,Yes,Mobile Phone,Beginner,<50k,Campus Outreach,South South,South South,Moderate
LRN0023755,Male,18-24,Lagos,Kano,Undergraduate,Employed,Yes,Laptop,Beginner,<50k,Social Media,South West,North West,Good
LRN0023756,Male,25-34,Abia,Enugu,Graduate,Student,Yes,Mobile Phone,Intermediate,<50k,Social Media,South East,South East,Moderate
LRN0023757,Male,18-24,Kano,Enugu,Graduate,Unemployed,Yes,Mobile Phone,Beginner,50k-100k,Campus Outreach,North West,South East,Good
LRN0023758,Male,25-34,Lagos,Delta,Undergraduate,Self-Employed,Yes,Tablet,Beginner,50k-100k,Social Media,South West,South South,Moderate
LRN0023759,Male,18-24,Edo,FCT,Undergraduate,Employed,Yes,Mobile Phone,Advanced,100k-250k,Campus Outreach,South South,North Central,Good
LRN0023760,Male,18-24,Lagos,Ogun,Undergraduate,Unemployed,Yes,Mobile Phone,Beginner,50k-100k,Referral,South West,South West,Good
LRN0023761,Male,18-24,Sokoto,Kaduna,Graduate,Unemployed,Yes,Laptop,Intermediate,50k-100k,Campus Outreach,North West,North West,Poor
LRN0023762,Female,18-24,Imo,Bauchi,Undergraduate,Student,Yes,Mobile Phone,Intermediate,50k-100k,Campus Outreach,South East,North East,Moderate
LRN0023763,Male,25-34,Katsina,Osun,Graduate,Self-Employed,Yes,Laptop,Intermediate,50k-100k,Community Outreach,North West,South West,Good
LRN0023764,Male,18-24,Kano,Enugu,Undergraduate,Student,Yes,Laptop,Beginner,50k-100k,Email Campaign,North West,South East,Moderate
LRN0023765,Female,18-24,Benue,Katsina,OND/ND,Employed,Yes,Laptop,Intermediate,50k-100k,Social Media,North Central,North West,Good
LRN0023766,Female,25-34,Plateau,Enugu,Graduate,Student,Yes,Mobile Phone,Intermediate,50k-100k,Referral,North Central,South East,Poor
LRN0023767,Male,35-44,Ebonyi,Lagos,Undergraduate,Student,Yes,Mobile Phone,Advanced,<50k,Social Media,South East,South West,Poor
LRN0023768,Female,18-24,Anambra,Katsina,Undergraduate,Student,Yes,Laptop,Beginner,<50k,Social Media,South East,North West,Good
LRN0023769,Male,25-34,Yobe,Katsina,Undergraduate,Self-Employed,Yes,Laptop,Advanced,50k-100k,Social Media,North East,North West,Moderate
LRN0023770,Male,18-24,Osun,Jigawa,Undergraduate,Student,Yes,Mobile Phone,Beginner,<50k,Social Media,South West,North West,Moderate
LRN0023771,Male,25-34,Kano,Imo,Postgraduate,Student,Yes,Desktop,Beginner,250k+,Social Media,North West,South East,Moderate
LRN0023772,Female,25-34,Kano,Delta,Secondary School,Student,Yes,Mobile Phone,Beginner,100k-250k,Partner Organisation,North West,South South,Good
LRN0023773,Male,25-34,Bauchi,FCT,Undergraduate,Student,Yes,Mobile Phone,Beginner,100k-250k,Partner Organisation,North East,North Central,Moderate
LRN0023774,Female,25-34,Lagos,Rivers,Undergraduate,Unemployed,Yes,Laptop,Beginner,<50k,Campus Outreach,South West,South South,Poor
LRN0023775,Male,18-24,Adamawa,Osun,Undergraduate,Self-Employed,No,Mobile Phone,Beginner,250k+,Community Outreach,North East,South West,Poor
LRN0023776,Female,18-24,Jigawa,Rivers,Undergraduate,Unemployed,Yes,Laptop,Beginner,50k-100k,Referral,North West,South South,Good
LRN0023777,Male,25-34,Oyo,Rivers,Graduate,Unemployed,Yes,Tablet,Advanced,50k-100k,Campus Outreach,South West,South South,Moderate
LRN0023778,Male,18-24,Osun,Edo,OND/ND,Student,Yes,Mobile Phone,Beginner,50k-100k,Partner Organisation,South West,South South,Poor
LRN0023779,Female,25-34,Rivers,Yobe,Graduate,Student,Yes,Laptop,Intermediate,50k-100k,Referral,South South,North East,Moderate
LRN0023780,Female,18-24,Kano,Oyo,Undergraduate,Student,Yes,Tablet,Beginner,50k-100k,Social Media,North West,South West,Moderate
LRN0023781,Male,25-34,Jigawa,Enugu,Secondary School,Student,Yes,Laptop,Beginner,100k-250k,Community Outreach,North West,South East,Good
LRN0023782,Female,18-24,Sokoto,Kogi,Undergraduate,Employed,Yes,Laptop,Beginner,<50k,Social Media,North West,North Central,Moderate
LRN0023783,Female,25-34,Kano,Lagos,OND/ND,Student,Yes,Mobile Phone,Beginner,250k+,Social Media,North West,South West,Good
LRN0023784,Male,18-24,Oyo,Kogi,Undergraduate,Student,Yes,Mobile Phone,Intermediate,<50k,Social Media,South West,North Central,Moderate
LRN0023785,Female,18-24,Lagos,Lagos,Undergraduate,Student,Yes,Mobile Phone,Beginner,<50k,Partner Organisation,South West,South West,Good
LRN0023786,Female,18-24,Rivers,Enugu,OND/ND,Unemployed,Yes,Mobile Phone,Beginner,50k-100k,Referral,South South,South East,Moderate
LRN0023787,Male,18-24,Kaduna,Ondo,OND/ND,Unemployed,Yes,Laptop,Advanced,50k-100k,Campus Outreach,North West,South West,Good
LRN0023788,Male,25-34,Edo,Kano,Undergraduate,Student,Yes,Mobile Phone,Intermediate,<50k,Referral,South South,North West,Good
LRN0023789,Female,25-34,Benue,Taraba,OND/ND,Self-Employed,Yes,Mobile Phone,Intermediate,<50k,Email Campaign,North Central,North East,Moderate
LRN0023790,Male,25-34,FCT,FCT,Postgraduate,Student,Yes,Mobile Phone,Beginner,100k-250k,Social Media,North Central,North Central,Poor
LRN0023791,Male,18-24,Ondo,Jigawa,Undergraduate,Student,Yes,Laptop,Beginner,50k-100k,Campus Outreach,South West,North West,Moderate
LRN0023792,Male,18-24,Kano,Anambra,Postgraduate,Unemployed,Yes,Mobile Phone,Beginner,50k-100k,Social Media,North West,South East,Good
LRN0023793,Female,25-34,FCT,Kaduna,Undergraduate,Unemployed,Yes,Mobile Phone,Intermediate,250k+,Email Campaign,North Central,North West,Good
LRN0023794,Male,25-34,Niger,Abia,Graduate,Employed,Yes,Laptop,Beginner,250k+,Campus Outreach,North Central,South East,Good
LRN0023795,Female,35-44,Enugu,Edo,Graduate,Employed,No,Mobile Phone,Beginner,<50k,Community Outreach,South East,South South,Good
LRN0023796,Male,18-24,Kogi,Bauchi,Graduate,Student,No,Laptop,Beginner,50k-100k,Partner Organisation,North Central,North East,Moderate
LRN0023797,Male,18-24,Sokoto,Plateau,Graduate,Self-Employed,Yes,Mobile Phone,Beginner,<50k,Referral,North West,North Central,Moderate
LRN0023798,Female,25-34,Delta,Niger,Secondary School,Unemployed,Yes,Laptop,Beginner,50k-100k,Social Media,South South,North Central,Moderate
LRN0023799,Female,35-44,Edo,Rivers,Undergraduate,Self-Employed,Yes,Mobile Phone,Beginner,<50k,Referral,South South,South South,Moderate
LRN0023800,Male,35-44,Oyo,Jigawa,Undergraduate,Unemployed,Yes,Mobile Phone,Beginner,50k-100k,Social Media,South West,North West,Moderate
LRN0023801,Male,25-34,Akwa Ibom,Ebonyi,Undergraduate,Employed,Yes,Laptop,Intermediate,50k-100k,Partner Organisation,South South,South East,Moderate
LRN0023802,Male,18-24,Edo,Kaduna,Undergraduate,Employed,Yes,Laptop,Intermediate,<50k,Social Media,South South,North West,Poor
LRN0023803,Female,18-24,Kano,Ogun,Secondary School,Employed,Yes,Laptop,Beginner,<50k,Campus Outreach,North West,South West,Good
LRN0023804,Male,25-34,Delta,Anambra,OND/ND,Student,No,Laptop,Beginner,250k+,Referral,South South,South East,Good
LRN0023805,Female,18-24,Enugu,Imo,Graduate,Employed,Yes,Mobile Phone,Beginner,250k+,Social Media,South East,South East,Moderate
LRN0023806,Female,35-44,Oyo,Katsina,Undergraduate,Employed,Yes,Mobile Phone,Beginner,50k-100k,Referral,South West,North West,Moderate
LRN0023807,Male,18-24,Sokoto,Kaduna,Graduate,Student,Yes,Mobile Phone,Beginner,100k-250k,Campus Outreach,North West,North West,Good
LRN0023808,Male,18-24,Lagos,Rivers,Secondary School,Student,Yes,Laptop,Beginner,50k-100k,Referral,South West,South South,Moderate
LRN0023809,Male,18-24,Jigawa,Lagos,OND/ND,Employed,Yes,Mobile Phone,Beginner,50k-100k,Social Media,North West,South West,Moderate
LRN0023810,Male,18-24,Ogun,Benue,Undergraduate,Employed,Yes,Laptop,Intermediate,50k-100k,Social Media,South West,North Central,Moderate
LRN0023811,Male,25-34,Taraba,Kano,Graduate,Employed,Yes,Mobile Phone,Intermediate,50k-100k,Social Media,North East,North West,Good
LRN0023812,Male,25-34,Yobe,Ebonyi,Graduate,Self-Employed,Yes,Laptop,Beginner,250k+,Campus Outreach,North East,South East,Good
LRN0023813,Female,18-24,Yobe,Osun,OND/ND,Student,Yes,Mobile Phone,Intermediate,<50k,Community Outreach,North East,South West,Moderate
LRN0023814,Male,25-34,Lagos,Bauchi,Undergraduate,Self-Employed,Yes,Mobile Phone,Beginner,<50k,Partner Organisation,South West,North East,Moderate
LRN0023815,Female,18-24,Ondo,Katsina,Undergraduate,Student,No,Mobile Phone,Beginner,50k-100k,Campus Outreach,South West,North West,Good
LRN0023816,Male,18-24,Ebonyi,Kano,Undergraduate,Employed,Yes,Tablet,Intermediate,100k-250k,Community Outreach,South East,North West,Good
LRN0023817,Male,18-24,Sokoto,Akwa Ibom,Secondary School,Unemployed,Yes,Laptop,Beginner,100k-250k,Email Campaign,North West,South South,Poor
LRN0023818,Female,25-34,FCT,Imo,Secondary School,Unemployed,Yes,Tablet,Beginner,<50k,Community Outreach,North Central,South East,Good
LRN0023819,Female,35-44,Oyo,Jigawa,Undergraduate,Student,Yes,Mobile Phone,Beginner,<50k,Campus Outreach,South West,North West,Good
LRN0023820,Male,18-24,Benue,Edo,Graduate,Self-Employed,Yes,Desktop,Advanced,<50k,Referral,North Central,South South,Moderate
LRN0023821,Female,18-24,Katsina,Adamawa,Secondary School,Employed,Yes,Mobile Phone,Intermediate,100k-250k,Referral,North West,North East,Good
LRN0023822,Female,35-44,Delta,Akwa Ibom,Graduate,Student,Yes,Mobile Phone,Advanced,250k+,Social Media,South South,South South,Good
LRN0023823,Female,18-24,Lagos,Edo,Postgraduate,Employed,Yes,Mobile Phone,Intermediate,<50k,Social Media,South West,South South,Moderate
LRN0023824,Male,18-24,Kogi,Anambra,Undergraduate,Student,Yes,Tablet,Beginner,50k-100k,Email Campaign,North Central,South East,Moderate
LRN0023825,Female,25-34,Osun,Kaduna,Undergraduate,Unemployed,No,Mobile Phone,Intermediate,50k-100k,Community Outreach,South West,North West,Poor
LRN0023826,Female,25-34,Edo,Bayelsa,Undergraduate,Employed,Yes,Mobile Phone,Intermediate,100k-250k,Referral,South South,South South,Poor
LRN0023827,Female,18-24,Benue,Ogun,OND/ND,Unemployed,Yes,Mobile Phone,Beginner,<50k,Social Media,North Central,South West,Good
LRN0023828,Female,18-24,Kano,Enugu,Undergraduate,Unemployed,Yes,Mobile Phone,Intermediate,<50k,Referral,North West,South East,Poor
LRN0023829,Female,25-34,Oyo,Kano,OND/ND,Unemployed,Yes,Laptop,Beginner,<50k,Social Media,South West,North West,Moderate
LRN0023830,Male,25-34,Taraba,Lagos,Graduate,Student,Yes,Laptop,Beginner,100k-250k,Partner Organisation,North East,South West,Good
LRN0023831,Male,18-24,Delta,Niger,Secondary School,Unemployed,Yes,Laptop,Intermediate,<50k,Campus Outreach,South South,North Central,Moderate
LRN0023832,Male,25-34,Kaduna,Abia,Undergraduate,Employed,Yes,Laptop,Intermediate,250k+,Referral,North West,South East,Moderate
LRN0023833,Male,35-44,Kano,Ebonyi,Secondary School,Student,Yes,Laptop,Beginner,100k-250k,Social Media,North West,South East,Moderate
LRN0023834,Male,18-24,Kaduna,Kano,Secondary School,Student,Yes,Mobile Phone,Beginner,<50k,Social Media,North West,North West,Moderate
LRN0023835,Female,18-24,Kaduna,Delta,OND/ND,Employed,Yes,Laptop,Beginner,<50k,Social Media,North West,South South,Poor
LRN0023836,Male,18-24,Rivers,Delta,Undergraduate,Student,Yes,Laptop,Beginner,<50k,Community Outreach,South South,South South,Poor
LRN0023837,Female,25-34,Bauchi,Rivers,Graduate,Employed,Yes,Laptop,Beginner,<50k,Email Campaign,North East,South South,Good
LRN0023838,Female,25-34,Anambra,Benue,Undergraduate,Student,Yes,Mobile Phone,Beginner,100k-250k,Social Media,South East,North Central,Good
LRN0023839,Male,18-24,Oyo,Kaduna,Undergraduate,Student,Yes,Mobile Phone,Beginner,50k-100k,Partner Organisation,South West,North West,Good
LRN0023840,Female,18-24,Benue,Lagos,Graduate,Employed,Yes,Laptop,Beginner,100k-250k,Referral,North Central,South West,Good
LRN0023841,Male,25-34,Oyo,Delta,Undergraduate,Unemployed,Yes,Mobile Phone,Beginner,<50k,Email Campaign,South West,South South,Good
LRN0023842,Female,18-24,Plateau,Lagos,Graduate,Student,Yes,Mobile Phone,Intermediate,<50k,Community Outreach,North Central,South West,Good
LRN0023843,Female,18-24,Ebonyi,Oyo,Graduate,Self-Employed,Yes,Mobile Phone,Beginner,50k-100k,Social Media,South East,South West,Good
LRN0023844,Male,25-34,Lagos,Kano,OND/ND,Employed,No,Laptop,Beginner,<50k,Campus Outreach,South West,North West,Moderate
LRN0023845,Male,18-24,Oyo,Lagos,Graduate,Unemployed,Yes,Mobile Phone,Beginner,100k-250k,Partner Organisation,South West,South West,Moderate
LRN0023846,Male,25-34,Adamawa,Borno,Graduate,Self-Employed,Yes,Laptop,Beginner,<50k,Campus Outreach,North East,North East,Poor
LRN0023847,Female,18-24,Oyo,Sokoto,OND/ND,Unemployed,No,Laptop,Beginner,<50k,Referral,South West,North West,Good
LRN0023848,Female,18-24,Kaduna,Plateau,Undergraduate,Student,Yes,Mobile Phone,Beginner,50k-100k,Social Media,North West,North Central,Poor
LRN0023849,Male,18-24,Delta,Yobe,OND/ND,Student,Yes,Mobile Phone,Intermediate,<50k,Community Outreach,South South,North East,Poor
LRN0023850,Female,25-34,FCT,Rivers,Undergraduate,Unemployed,Yes,Laptop,Beginner,100k-250k,Campus Outreach,North Central,South South,Good
LRN0023851,Male,25-34,FCT,Jigawa,Undergraduate,Unemployed,Yes,Laptop,Beginner,50k-100k,Referral,North Central,North West,Poor
LRN0023852,Male,25-34,FCT,Kaduna,Postgraduate,Unemployed,Yes,Mobile Phone,Beginner,50k-100k,Referral,North Central,North West,Moderate
LRN0023853,Female,18-24,Osun,Adamawa,Graduate,Employed,Yes,Mobile Phone,Advanced,<50k,Social Media,South West,North East,Moderate
LRN0023854,Male,25-34,Katsina,Sokoto,Secondary School,Student,Yes,Mobile Phone,Beginner,<50k,Referral,North West,North West,Good
LRN0023855,Female,18-24,Lagos,Abia,Graduate,Student,Yes,Mobile Phone,Advanced,<50k,Campus Outreach,South West,South East,Poor
LRN0023856,Female,25-34,Lagos,Lagos,Undergraduate,Unemployed,Yes,Laptop,Advanced,50k-100k,Partner Organisation,South West,South West,Poor
LRN0023857,Female,18-24,Bayelsa,Edo,Undergraduate,Unemployed,Yes,Laptop,Beginner,50k-100k,Campus Outreach,South South,South South,Moderate
LRN0023858,Male,18-24,Kaduna,Ondo,OND/ND,Employed,Yes,Mobile Phone,Beginner,50k-100k,Social Media,North West,South West,Good
LRN0023859,Male,18-24,Delta,Ogun,Secondary School,Student,Yes,Mobile Phone,Beginner,250k+,Campus Outreach,South South,South West,Good
LRN0023860,Male,18-24,Delta,Bayelsa,OND/ND,Unemployed,Yes,Mobile Phone,Intermediate,<50k,Referral,South South,South South,Good
LRN0023861,Female,25-34,Lagos,Imo,Undergraduate,Unemployed,Yes,Mobile Phone,Beginner,100k-250k,Social Media,South West,South East,Good
LRN0023862,Female,18-24,Osun,Enugu,Postgraduate,Student,Yes,Desktop,Intermediate,<50k,Referral,South West,South East,Moderate
LRN0023863,Male,18-24,Kaduna,Rivers,Undergraduate,Student,Yes,Mobile Phone,Intermediate,<50k,Email Campaign,North West,South South,Moderate
LRN0023864,Female,18-24,Kano,Katsina,Postgraduate,Self-Employed,Yes,Laptop,Advanced,50k-100k,Email Campaign,North West,North West,Moderate
LRN0023865,Male,18-24,Kogi,Delta,Secondary School,Unemployed,Yes,Laptop,Beginner,<50k,Referral,North Central,South South,Poor
LRN0023866,Male,18-24,Akwa Ibom,Imo,Undergraduate,Unemployed,Yes,Mobile Phone,Beginner,<50k,Campus Outreach,South South,South East,Moderate
LRN0023867,Male,18-24,Ondo,FCT,Undergraduate,Unemployed,Yes,Laptop,Intermediate,50k-100k,Social Media,South West,North Central,Moderate
LRN0023868,Male,25-34,Katsina,Bayelsa,Undergraduate,Unemployed,Yes,Laptop,Intermediate,100k-250k,Social Media,North West,South South,Moderate
LRN0023869,Male,35-44,Kano,Yobe,OND/ND,Employed,Yes,Laptop,Beginner,<50k,Partner Organisation,North West,North East,Moderate
LRN0023870,Male,18-24,Rivers,Akwa Ibom,Undergraduate,Student,Yes,Laptop,Beginner,<50k,Social Media,South South,South South,Moderate
LRN0023871,Female,35-44,Jigawa,Edo,Graduate,Unemployed,Yes,Mobile Phone,Beginner,<50k,Email Campaign,North West,South South,Good
LRN0023872,Female,18-24,Osun,Enugu,Undergraduate,Employed,Yes,Tablet,Advanced,50k-100k,Email Campaign,South West,South East,Good
LRN0023873,Male,25-34,Edo,Edo,Graduate,Unemployed,Yes,Tablet,Beginner,50k-100k,Email Campaign,South South,South South,Moderate
LRN0023874,Female,25-34,Rivers,Kano,Postgraduate,Unemployed,Yes,Mobile Phone,Beginner,<50k,Social Media,South South,North West,Poor
LRN0023875,Female,18-24,Kano,Jigawa,Undergraduate,Student,Yes,Mobile Phone,Advanced,50k-100k,Email Campaign,North West,North West,Poor
LRN0023876,Male,25-34,Imo,Rivers,OND/ND,Student,Yes,Mobile Phone,Beginner,250k+,Campus Outreach,South East,South South,Good
LRN0023877,Female,35-44,Sokoto,Oyo,OND/ND,Student,Yes,Mobile Phone,Beginner,100k-250k,Campus Outreach,North West,South West,Poor
LRN0023878,Female,35-44,Oyo,Kano,Undergraduate,Employed,Yes,Laptop,Beginner,50k-100k,Community Outreach,South West,North West,Moderate
LRN0023879,Female,25-34,Rivers,Osun,Undergraduate,Student,Yes,Mobile Phone,Beginner,<50k,Campus Outreach,South South,South West,Good
LRN0023880,Female,25-34,Anambra,Kaduna,Postgraduate,Employed,Yes,Laptop,Intermediate,50k-100k,Social Media,South East,North West,Poor
LRN0023881,Female,18-24,Lagos,Kaduna,OND/ND,Employed,Yes,Mobile Phone,Intermediate,50k-100k,Social Media,South West,North West,Good
LRN0023882,Male,18-24,Sokoto,Delta,OND/ND,Student,Yes,Mobile Phone,Beginner,<50k,Referral,North West,South South,Good
LRN0023883,Female,18-24,Rivers,Kano,Postgraduate,Student,Yes,Laptop,Beginner,<50k,Email Campaign,South South,North West,Poor
LRN0023884,Male,18-24,Kaduna,Imo,Secondary School,Employed,Yes,Mobile Phone,Intermediate,50k-100k,Campus Outreach,North West,South East,Moderate
LRN0023885,Female,18-24,Niger,Lagos,Postgraduate,Student,Yes,Desktop,Beginner,50k-100k,Social Media,North Central,South West,Good
LRN0023886,Male,25-34,Rivers,Kano,Graduate,Employed,Yes,Laptop,Beginner,100k-250k,Partner Organisation,South South,North West,Poor
LRN0023887,Male,18-24,Jigawa,Delta,OND/ND,Student,Yes,Desktop,Beginner,<50k,Campus Outreach,North West,South South,Poor
